Well Name,API Number,Latitude (NAD27),Longitude (NAD27),Source Title,Reported Date,Company,Category,Parameter,Value,Unit,Actual/Forecast,Period,Basin/Region,Play/Formation,Sub-Location,Parameter Detail,Data Point Description,View URL
Jose Katie West 1H,4237139642,31.012564,-103.14375,Halcon 6 Feb 2018 PPT,02-06-2018,Halcon Resources Corp,Well Parameters and Economics,Lateral Length,"9,705",Feet,Actual,,Permian,Wolfcamp,"Wolfcamp A, Hackberry Draw Area, Pecos County, West Texas, Delaware Basin",Jose Katie West 1H well,"Lateral length for Jose Katie West 1H well in Wolfcamp A, Hackberry Draw Area, Pecos County, West Texas, Delaware Basin, as reported in 2018 (Feb): 9,705 Feet",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=264750
Lindsey 1H,4237139543,30.9978334,-103.1774494,Halcon 6 Feb 2018 PPT,02-06-2018,Halcon Resources Corp,Rig and Well Statistics,Drilling Days,18.65,,Actual,,Permian,,"Hackberry Draw Area, Pecos County, West Texas, Delaware Basin","Spud to TD, Lindsey 1H well","Record drilling days (Spud to TD) of Lindsey 1H well in Hackberry Draw Area, Pecos County, West Texas, Delaware Basin, as reported in 2018 (Feb): 18.65",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=264760
Alcatraz State 34-141 1H,4247537241,31.453478,-103.321004,Anadarko 2017-Q4 PPT,02-06-2018,Anadarko,Well Results,IP Rate (24 hr peak),"5,600",BOE/d,Actual,,Permian,Wolfcamp,"Wolfcamp A, Ward County, Texas, Delaware Basin","All, Alcatraz State 34-141 1H well","""The Alcatraz State 34-141 1H well, a Wolfcamp A long-lateral well located in the southern part of the acreage, reached daily rates of 5,600 BOE/d and was comprised of more than 70% oil.""",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=264787
Prizehog BWZ State Com 001H,3002542744,32.0349686,-103.3069196,Lilis Energy 31 Jan 2018 PPT,01-31-2018,Lilis Energy Inc,Well Results,IP Rate (30-day Avg),"1,127",BOE/d,Actual,,Permian,Wolfcamp,"Wolfcamp B, Lea County, New Mexico, Delaware Basin","Prizehog BWZ State Com 001H well, all","IP Rate (30-day Avg) of Prizehog BWZ State Com 001H well in Wolfcamp B, Lea County, New Mexico, Delaware Basin, as reported in 2018 (Jan): 1,127 BOE/d",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=263991
Skull Cap Federal 022H,3002543299,32.1738000736,-103.387309605,Lilis Energy 31 Jan 2018 PPT,01-31-2018,Concho Resources Inc,Well Results,IP Rate (30-day Avg),"2,529",BOE/d,Actual,,Permian,Wolfcamp,"Wolfcamp A, Lea County, New Mexico, Delaware Basin","Skull Cap Federal 022H well, all","IP Rate (30-day Avg) of Skull Cap Federal 022H well in Wolfcamp A, Lea County, New Mexico, Delaware Basin, as reported in 2018 (Jan): 2,529 BOE/d",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=263992
Mad Dog 26 B30B,3002541982,32.2687653,-103.4381944,Lilis Energy 31 Jan 2018 PPT,01-31-2018,Mewbourne Oil Company,Well Results,IP Rate (30-day Avg),"1,287",BOE/d,Actual,,Permian,Wolfcamp,"Wolfcamp XY, Lea County, New Mexico, Delaware Basin","Mad Dog 26 B30B well, all","IP Rate (30-day Avg) of Mad Dog 26 B30B well in Wolfcamp XY, Lea County, New Mexico, Delaware Basin, as reported in 2018 (Jan): 1,287 BOE/d",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=263993
Beowulf 33 State Com 601H,3002543531,32.2545345,-103.3756079,Lilis Energy 31 Jan 2018 PPT,01-31-2018,EOG,Well Results,IP Rate (24 hr peak),"2,765",BOE/d,Actual,,Permian,Bone Spring,"3rd Bone Spring, Lea County, New Mexico, Delaware Basin","Beowulf 33 State Com 601H well, all","IP Rate (24 hr peak) of Beowulf 33 State Com 601H well in 3rd Bone Spring, Lea County, New Mexico, Delaware Basin, as reported in 2018 (Jan): 2,765 BOE/d",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=263994
White Falcon 16 State 1H,3002542757,32.1369824038,-103.379863763,Lilis Energy 31 Jan 2018 PPT,01-31-2018,Endurance Energy Ltd,Well Results,IP Rate (30-day Avg),"1,562",BOE/d,Actual,,Permian,Brushy Canyon,"Lower Brushy Canyon, Lea County, New Mexico, Delaware Basin","White Falcon 16 State 1H well, all","IP Rate (30-day Avg) of White Falcon 16 State 1H well in Lower Brushy Canyon, Lea County, New Mexico, Delaware Basin, as reported in 2018 (Jan): 1,562 BOE/d",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=263995
Talco 9 26 35 Fed 3H,3002543458,32.0582334,-103.3707988,Lilis Energy 31 Jan 2018 PPT,01-31-2018,Endurance Energy Ltd,Well Results,IP Rate (24 hr peak),"1,016",BOE/d,Actual,,Permian,Wolfcamp,"Wolfcamp A, Lea County, New Mexico, Delaware Basin","Talco 9 26 35 Fed 3H well, all","IP Rate (24 hr peak) of Talco 9 26 35 Fed 3H well in Wolfcamp A, as reported in 2018 (Jan): 1,016 BOE/d",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=263996
Viking Helmet State Com 1H,3002542782,32.1949827,-103.3815848,Lilis Energy 31 Jan 2018 PPT,01-31-2018,Concho Resources Inc,Well Results,IP Rate (30-day Avg),"2,891",BOE/d,Actual,,Permian,Wolfcamp,"Wolfcamp XY, Lea County, New Mexico, Delaware Basin","Viking Helmet State Com 1H well, all","IP Rate (30-day Avg) of Viking Helmet State Com 1H well in Wolfcamp XY, Lea County, New Mexico, Delaware Basin, as reported in 2018 (Jan): 2,891 BOE/d",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=263998
Viking Helmet State Com 2H,3002542783,32.1951043,-103.3869005,Lilis Energy 31 Jan 2018 PPT,01-31-2018,Concho Resources Inc,Well Results,IP Rate (30-day Avg),"2,064",BOE/d,Actual,,Permian,Wolfcamp,"Wolfcamp XY, Lea County, New Mexico, Delaware Basin","Viking Helmet State Com 2H well, all","IP Rate (30-day Avg) of Viking Helmet State Com 2H well in Wolfcamp XY, Lea County, New Mexico, Delaware Basin, as reported in 2018 (Jan): 2,064 BOE/d",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=263999
Coachman Fee Com 4H,3002542508,32.1224039,-103.3792949,Lilis Energy 31 Jan 2018 PPT,01-31-2018,Concho Resources Inc,Well Results,IP Rate (30-day Avg),985,BOE/d,Actual,,Permian,Bone Spring,"3rd Bone Spring, Lea County, New Mexico, Delaware Basin","Coachman Fee Com 4H well, all","IP Rate (30-day Avg) of Coachman Fee Com 4H well in 3rd Bone Spring, Lea County, New Mexico, Delaware Basin, as reported in 2018 (Jan): 985 BOE/d",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=264000
Wheatfield 16 State 701H,3002542520,32.1368738,-103.3708045,Lilis Energy 31 Jan 2018 PPT,01-31-2018,EOG,Well Results,IP Rate (30-day Avg),"1,053",BOE/d,Actual,,Permian,Wolfcamp,"Wolfcamp A, Lea County, New Mexico, Delaware Basin","Wheatfield 16 State 701H well, all","IP Rate (30-day Avg) of Wheatfield 16 State 701H well in Wolfcamp A, Lea County, New Mexico, Delaware Basin, as reported in 2018 (Jan): 1,053 BOE/d",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=264001
Nocaster 19 Federal 4H,3002541449,32.2836661,-103.5022408,Lilis Energy 31 Jan 2018 PPT,01-31-2018,Endurance Energy Ltd,Well Results,IP Rate (30-day Avg),"1,958",BOE/d,Actual,,Permian,Bone Spring,"2nd Bone Spring, Lea County, New Mexico, Delaware Basin","Nocaster 19 Federal 4H well, all","IP Rate (30-day Avg) of Nocaster 19 Federal 4H well in 2rd Bone Spring, Lea County, New Mexico, Delaware Basin, as reported in 2018 (Jan): 1,958 BOE/d",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=264002
Coronado 35 Federal 1H,3002542575,32.0936984,-103.3441094,Lilis Energy 31 Jan 2018 PPT,01-31-2018,Endurance Energy Ltd,Well Results,IP Rate (30-day Avg),705,BOE/d,Actual,,Permian,Bone Spring,"3rd Bone Spring, Lea County, New Mexico, Delaware Basin","Coronado 35 Federal 1H well, all","IP Rate (30-day Avg) of Coronado 35 Federal 1H well in 3rd Bone Spring, Lea County, New Mexico, Delaware Basin, as reported in 2018 (Jan): 705 BOE/d",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=264003
County Fair 1H,3002543117,32.1660487,-103.34509,Lilis Energy 31 Jan 2018 PPT,01-31-2018,OneEnergy Partners LLC,Well Results,IP Rate (24 hr peak),"1,863",BOE/d,Actual,,Permian,Bone Spring,"3rd Bone Spring, Lea County, New Mexico, Delaware Basin","County Fair 1H well, all","IP Rate (24 hr peak) of County Fair 1H well in 3rd Bone Spring, Lea County, New Mexico, Delaware Basin, as reported in 2018 (Jan): 1,863 BOE/d",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=264004
Kudu 2H,4249533917,31.965781,-103.32435,Lilis Energy 31 Jan 2018 PPT,01-31-2018,Lilis Energy Inc,Well Parameters and Economics,Lateral Length,"4,935",Feet,Actual,,Permian,Wolfcamp,"Wolfcamp B, Winkler County, West Texas, Delaware Basin",Kudu 2H well,"""4,935’ completed lateral, 24 Frac stages, 1,960 lbs/f""",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=264005
Kudu 2H,4249533917,31.965781,-103.32435,Lilis Energy 31 Jan 2018 PPT,01-31-2018,Lilis Energy Inc,Well Parameters and Economics,Frac Stages,24,,Actual,,Permian,Wolfcamp,"Wolfcamp B, Winkler County, West Texas, Delaware Basin",Kudu 2H well,"""4,935’ completed lateral, 24 Frac stages, 1,960 lbs/f""",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=264006
Kudu 2H,4249533917,31.965781,-103.32435,Lilis Energy 31 Jan 2018 PPT,01-31-2018,Lilis Energy Inc,Well Parameters and Economics,Proppant Volume,"1,960",lbs/ft,Actual,,Permian,Wolfcamp,"Wolfcamp B, Winkler County, West Texas, Delaware Basin",Kudu 2H well,"""4,935’ completed lateral, 24 Frac stages, 1,960 lbs/f""",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=264007
Grizzly 2H,4249533931,31.990961,-103.286753,Lilis Energy 31 Jan 2018 PPT,01-31-2018,Lilis Energy Inc,Well Parameters and Economics,Lateral Length,"4,778",Feet,Actual,,Permian,Wolfcamp,"Wolfcamp B, Winkler County, West Texas, Delaware Basin",Grizzly 2H well,"""Well reached a total depth of 17,260’ MD on December 15, 2017. Total treatable lateral is 4,778 ft.""",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=264010
Lion 3H,4249533944,31.964262,-103.27671,Lilis Energy 31 Jan 2018 PPT,01-31-2018,Lilis Energy Inc,Well Parameters and Economics,Lateral Length,"4,847",Feet,Actual,,Permian,Wolfcamp,"Wolfcamp B, Winkler County, West Texas, Delaware Basin",Lion 3H well,"""Well reached a total depth of 17,291’ MD on December 4, 2017. Total treatable lateral is 4,847 ft.""",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=264012
Hippo 2H,4249533997,31.950439,-103.271519,Lilis Energy 31 Jan 2018 PPT,01-31-2018,Lilis Energy Inc,Well Parameters and Economics,Lateral Length,"4,734",Feet,Actual,,Permian,Wolfcamp,"Wolfcamp B, Winkler County, West Texas, Delaware Basin",Hippo 2H well,"""Well reached a total depth of 17,126’ MD on January 9, 2018. Total treatable lateral is 4,734 ft""",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=264016
Meerkat 1H,4249533991,31.964878,-103.270239,Lilis Energy 31 Jan 2018 PPT,01-31-2018,Lilis Energy Inc,Well Parameters and Economics,Lateral Length,"4,584",Feet,Actual,,Permian,Wolfcamp,"Wolfcamp XY, Winkler County, West Texas, Delaware Basin",Meerkat 1H well,"""Well reached a total depth of 16,590’ MD on January 24, 2018. Total treatable lateral is 4,584 ft""",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=264018
Howell 1H,4249533964,31.9466002,-103.22719,Lilis Energy 31 Jan 2018 PPT,01-31-2018,Lilis Energy Inc,Well Parameters and Economics,Lateral Length,"4,400",Feet,Forecast,,Permian,Wolfcamp,"Wolfcamp A, Winkler County, West Texas, Delaware Basin","Howell 1H well, expected","""TVD expected of 12,158 feet and total treatable lateral of 4,400 ft.""",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=264020
Wildhog 2H,3002544112,32.0352161,-103.2814346,Lilis Energy 31 Jan 2018 PPT,01-31-2018,Lilis Energy Inc,Well Parameters and Economics,Lateral Length,"4,400",Feet,Forecast,,Permian,Wolfcamp,"Wolfcamp XY, Lea County, New Mexico, Delaware Basin","Wildhog 2H well, expected","""TVD expected of 12,950 feet and total treatable lateral of 4,400 ft.""",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=264022
Caprito 83-304H,4247537232,31.579275,-103.111414,Abraxas 30 Jan 2018 PR,01-30-2018,Abraxas,Well Results,IP Rate (30-day Avg),"1,014",BOE/d,Actual,,Permian,Wolfcamp,"Wolfcamp A2, Ward County, Texas, Delaware Basin","All, Caprito 83-304H well","""In Ward County, Texas, the Caprito 83-304H, a 4,820 foot lateral targeting the Wolfcamp A2 zone, averaged 1,014 Boepd (781 barrels of oil per day, 1,399 mcf of natural gas per day) over the well’s first 30 days of production. """,https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=263524
Caprito 83-404H,4247537231,31.580139,-103.111737,Abraxas 30 Jan 2018 PR,01-30-2018,Abraxas,Well Results,IP Rate (30-day Avg),603,BOE/d,Actual,,Permian,Wolfcamp,"Wolfcamp B, Ward County, Texas, Delaware Basin","All, Caprito 83-404H well","""The Caprito 83-404H averaged 603 Boepd (509 barrels of oil per day, 566 mcf of natural gas per day) over the well’s first 30 days of production. """,https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=263527
Whiskey River 4-8-2H,4238936274,31.378384,-103.027795,Abraxas Jan 2018 PPT,01-30-2018,Jagged Peak Energy Inc,Well Results,IP Rate (24 hr peak),"2,260",BOE/d,Actual,,Permian,,"Reeves County, Texas, Delaware Basin","Whiskey River 4-8-2H well, all","IP Rate (24 hr peak) of Whiskey River 4-8-2H well in Reeves County, Texas, Delaware Basin, as reported in 2018 (Jan): 2,260 BOE/d",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=263868
Whiskey River 4-8-2H,4238936274,31.378384,-103.027795,Abraxas Jan 2018 PPT,01-30-2018,Jagged Peak Energy Inc,Well Parameters and Economics,Lateral Length,"10,000",Feet,Actual,,Permian,,"Reeves County, Texas, Delaware Basin",Whiskey River 4-8-2H well,"Lateral length of Whiskey River 4-8-2H well in Reeves County, Texas, Delaware Basin, as reported in 2018 (Jan): 10,000 Feet",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=263869
UL Willow 3836-16 1H,4247537312,31.515664,-103.122882,Abraxas Jan 2018 PPT,01-30-2018,Felix Energy LLC,Well Parameters and Economics,Lateral Length,"10,000",Feet,Actual,,Permian,,"Ward County, Texas, Delaware Basin",UL Willow 3836-16 1H well,"Lateral length of UL Willow 3836-16 1H well in Ward County, Texas, Delaware Basin, as reported in 2018 (Jan): 10,000 Feet",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=263870
Char Hughes 28-2-4803H,4238340010,31.385247,-101.458223,Parsley 29 Jan 2018 PR,01-29-2018,Parsley Energy LP,Well Parameters and Economics,Lateral Length,"11,000",Feet,Actual,,Permian,Wolfcamp,"Wolfcamp C, Reagan county, Texas, Midland Basin",Char Hughes 28-2-4803H well,"""In addition, the Char Hughes 28-2-4803H, turned to production two weeks ago with a lateral length of approximately 11,000 feet in central Reagan County, achieved a peak ?24-hour production rate of more than 1,000 Bo per day, extending the areal delineation of the Wolfcamp C target to the southeast corner of Parsley's Midland Basin acreage""",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=263254
Char Hughes 28-2-4803H,4238340010,31.385247,-101.458223,Parsley 29 Jan 2018 PR,01-29-2018,Parsley Energy LP,Well Results,IP Rate (24 hr peak),"1,000",Bbl/d,Actual,,Permian,Wolfcamp,"Wolfcamp C, Reagan county, Texas, Midland Basin",Char Hughes 28-2-4803H well,"""In addition, the Char Hughes 28-2-4803H, turned to production two weeks ago with a lateral length of approximately 11,000 feet in central Reagan County, achieved a peak ?24-hour production rate of more than 1,000 Bo per day, extending the areal delineation of the Wolfcamp C target to the southeast corner of Parsley's Midland Basin acreage""",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=263255
Kyle 26 ST-1,4230131868,31.9409199,-103.6248439,Rosehill 18 Jan 2018 PPT,01-18-2018,Rosehill Resources Inc,Well Results,IP Rate (30-day Avg),"1,500",BOE/d,Actual,,Permian,Bone Spring,"2nd Bone Spring Shale, Loving County, West Texas, Delaware Basin","All, Kyle 26 ST-1 well","""Rosehill completed the Kyle 26 ST-1 well targeting the 2nd Bone Spring Sand with a peak rate of 2,130 BOEPD (84% oil) and a 30 day rate of 1,500 BOEPD""",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=262986
Z&T 42 G2,4230132191,31.8979954,-103.6854507,Rosehill 18 Jan 2018 PPT,01-18-2018,Rosehill Resources Inc,Well Results,IP Rate (24 hr peak),866,BOE/d,Actual,,Permian,Avalon,"Upper Avalon, Loving County, West Texas, Delaware Basin",Z&T 42 G2 well,"IP Rate (Peak rate) of Z&T 42 G2 well in Upper Avalon, Loving County, West Texas, Delaware Basin, as reported in 2018 (Jan): 866 BOE/d",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=262988
Weber 26 G1,4230133002,31.8463656,-103.4806535,Rosehill 18 Jan 2018 PPT,01-18-2018,Rosehill Resources Inc,Well Results,IP Rate (24 hr peak),"1,859",BOE/d,Actual,,Permian,Wolfcamp,"Lower Wolfcamp A, Loving County, West Texas, Delaware Basin",Weber 26 G1 well,"IP Rate (Peak rate) of Weber 26 G1 well in Lower Wolfcamp A, Loving County, West Texas, Delaware Basin, as reported in 2018 (Jan): 1,859 BOE/d",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=262989
McDermott State Unit 1720,4238936042,31.5037197,-103.5714621,Carrizo 9 Jan 2018 Goldman Sachs PPT,01-09-2018,Carrizo,Well Parameters and Economics,Lateral Length,"9,396",Feet,Actual,,Permian,Wolfcamp,"Wolfcamp A, Reeves County, Texas, Delaware Basin",McDermott State Unit 1720 well,"Lateral Length of McDermott State Unit 1720 well in Wolfcamp A, Reeves County, Texas, Delaware Basin, as reported in 2018 (Jan): 9,396 Feet",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=261924
McDermott State Unit 1720,4238936042,31.5037197,-103.5714621,Carrizo 9 Jan 2018 Goldman Sachs PPT,01-09-2018,Carrizo,Well Results,IP Rate (30-day Avg),"1,855",BOE/d,Actual,,Permian,Wolfcamp,"Wolfcamp A, Reeves County, Texas, Delaware Basin","McDermott State Unit 1720 well, all, 2-stream","IP Rate (30-day Avg) of McDermott State Unit 1720 well in Wolfcamp A, Reeves County, Texas, Delaware Basin, as reported in 2018 (Jan): 1,855 BOE/d",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=261925
Woodson A36 1,4238935970,31.5084584,-103.5036708,Carrizo 9 Jan 2018 Goldman Sachs PPT,01-09-2018,Carrizo,Well Parameters and Economics,Lateral Length,"9,968",Feet,Actual,,Permian,Wolfcamp,"Wolfcamp B, Reeves County, Texas, Delaware Basin",Woodson A36 1 well,"Lateral Length of Woodson A36 1 well in Wolfcamp B, Reeves County, Texas, Delaware Basin, as reported in 2018 (Jan): 9,968 Feet",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=261927
Woodson A36 1,4238935970,31.5084584,-103.5036708,Carrizo 9 Jan 2018 Goldman Sachs PPT,01-09-2018,Carrizo,Well Results,IP Rate (30-day Avg),"1,601",BOE/d,Actual,,Permian,Wolfcamp,"Wolfcamp B, Reeves County, Texas, Delaware Basin","Woodson A36 1 well, all, 2-stream","IP Rate (30-day Avg) of Woodson A36 1 well in Wolfcamp B, Reeves County, Texas, Delaware Basin, as reported in 2018 (Jan): 1,601 BOE/d",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=261928
Dorothy Unit 38 1,4238936137,31.49557,-103.49604,Carrizo 9 Jan 2018 Goldman Sachs PPT,01-09-2018,Carrizo,Well Parameters and Economics,Lateral Length,"8,640",Feet,Actual,,Permian,Wolfcamp,"Lower Wolfcamp B, Reeves County, Texas, Delaware Basin",Dorothy Unit 38 1 well,"Lateral Length of Dorothy Unit 38 1 well in Lower Wolfcamp B, Reeves County, Texas, Delaware Basin, as reported in 2018 (Jan): 8,640 Feet",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=261930
Dorothy Unit 38 1,4238936137,31.49557,-103.49604,Carrizo 9 Jan 2018 Goldman Sachs PPT,01-09-2018,Carrizo,Well Results,IP Rate (30-day Avg),"1,595",BOE/d,Actual,,Permian,Wolfcamp,"Lower Wolfcamp B, Reeves County, Texas, Delaware Basin","Dorothy Unit 38 1 well, all, 2-stream","IP Rate (30-day Avg) of Dorothy Unit 38 1 well in Lower Wolfcamp B, Reeves County, Texas, Delaware Basin, as reported in 2018 (Jan): 1,595 BOE/d",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=261931
Zeman-State A 4042 10H,4238936303,31.457737,-103.531879,Carrizo 9 Jan 2018 Goldman Sachs PPT,01-09-2018,Carrizo,Well Parameters and Economics,Lateral Length,"7,654",Feet,Actual,,Permian,Wolfcamp,"Wolfcamp A, Reeves County, Texas, Delaware Basin",Zeman-State A 4042 10H well,"Lateral Length of Zeman-State A 4042 10H well in Wolfcamp A, Reeves County, Texas, Delaware Basin, as reported in 2018 (Jan): 7,654 Feet",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=261933
Zeman-State A 4042 10H,4238936303,31.457737,-103.531879,Carrizo 9 Jan 2018 Goldman Sachs PPT,01-09-2018,Carrizo,Well Results,IP Rate (30-day Avg),"2,201",BOE/d,Actual,,Permian,Wolfcamp,"Wolfcamp A, Reeves County, Texas, Delaware Basin","Zeman-State A 4042 10H well, all, 2-stream","IP Rate (30-day Avg) of Zeman-State A 4042 10H well in Wolfcamp A, Reeves County, Texas, Delaware Basin, as reported in 2018 (Jan): 2,201 BOE/d",https://derrick.quickbase.com/db/bi7nmyzuq?a=dr&key=261934
